id,content,label
49,قناة جديدة تقدم محتوى ترفيهي وقصص ممتعة تعالوا نكبرها مع بعض! المحتوى يا جماعة، لسه بادئ قناة جديدة على اليوتيوب وأحاول أقدّم فيها محتوى ترفيهي ممتع مليان قصص قصيرة ومواقف حقيقية وغريبة القناة لسه في بدايتها، وكل اشتراك أو تعليق منكم بيساعدني أطورها وأستمر أكثر,neutral
50,اول موضوع لي في ريديت .... فلسطين ابداً,neutral
51,ما هى أهدافك كمسلم,neutral
52,وش احلا دولة سافرتوها؟,neutral
53,أحتاج مشاركتكم بهذا الاستبيان لغرض بحث تخرجي، أرجو المساعدة,neutral
54,كيف اتخلص من مراقبه جوالي؟,neutral
55,السلام عليم انا شخص عندو احلام غريبة اريد شخص لديه نفس احلام نتناقش,neutral
56,هل قام جوجل بترجمة هذا بشكل صحيح إلى اللغة العربية؟,neutral
57,ما هي أفضل تطبيقات الفضفضة المتوفرة في المملكة العربية السعودية؟ وأيّها يُعطي الأولوية للخصوصية قبل كل شيء؟,neutral
58,تتوقعون الذهب بيواصل صعوده ولا خلاص؟,neutral
59,هل فعلا تغيرت حياتنا بعد ٢٠١٩ بسبب الموبايل؟,neutral
60,انا مدمن إباحية وعادة سرية,neutral
61,التعافي من الماضي عماد رشاد عثمان,neutral
62,احتاج مساعدة في برنامج تلغرام,neutral
63,مقارنة بسيطة بين المتاجر الإلكترونية السورية.. بصراحة متجر دمشق الإلكتروني كان الأفضل من تجربتي,neutral
64,الحياة الزوجية مع فارق العُمر الكبير,neutral
65,انا عندي منتجات رقمية في زول مهتم,neutral
66,استبيان اللغة العربية في الألعاب الإلكترونية,neutral
67,الغرق ليس السقوط في الماء، لا أحد يصف السمكة بالغارقة، لكنها تغرق في الهواء الغرق أن تسقط في مكانٍ ليس لك.. لدي قناك على التلكرام اشارك فيها افكاري سيسعدني حقا ان اردتم ان تدعموني,neutral
68,أسباب الضغينة بين العرب,neutral
69,شاكه انو ابوي مسحور,neutral
70,كيف يقولون تمّ فعلُ شيءٍ ولو لا زالَ نقصُه والعيبُ والخللُ؟,neutral
71,بتآمنوا بالتخاطر؟,neutral
72,المسلمين يحطون رأسهم برأس الصين روسيا أمريكا,neutral
73,مين يعرف يفوت عالدارك ويب؟,neutral
74,ذهب ليرة بريطاني,neutral
75,معاناتي كامرأة مع الإباحية,neutral
76,صينية قديمة وجدتها في منزل شخص إسكندنافي في احدى الدول الاسكندنافية. هذا النقش الظاهر في الصورة مكتوب بالخط العربي المزخرف، اذا كان بإمكانكما قراءة العبارة المنقوشة؟,neutral
77,ممكن اعرف رايكم في الحجر ينجذب للمغناطيس,neutral
78,مشكلة التكبر عند الناس,neutral
79,لماذا المحتوى العربي ما تحت الزنار؟,neutral
80,رأيته على سريري مع أخرى وما زلت بحاول أتنفس,neutral
81,مين الشخص لي راهنتوا عليه وخذلكم؟,neutral
82,مرحباً، أحتاج إلى مساعدة,neutral
83,إذا أنا كنت في اختبار إسلاميات و جاوبت غلط بطريقة سيئة هل النتيجة الي طلعت في اختبار الإسلاميات درجات محسوبة زي الحسنات الي تبقت ؟,neutral
84,العودة بعد الطلاق، هل تنجح؟,neutral
85,تطبيق احتياجات ذوات الإعاقة البصرية والحركية في استخدام أدوات التجميل في المملكة العربية السعودية,neutral
86,رأيي في تأثير تحذير بنك إنجلترا على سوق الذهب,neutral
87,ألوانُ العربيةِ النادرةُ,neutral
88,شو اكثر كلام جارح اتقال لكم؟,neutral
89,ي جماعة كيف الحال انا ابغا صيغة ايميل احترافي للتقديم على وظية خايف اكون مرتبها بطريقة غلط فالي يقدر يفيدني يرسل بالله,neutral
90,من في نظركم يصنف ضمن الشخصيه القويه ؟,neutral
91,الموسم الثاني الحاجة حفيظة والمنشدة نورهان كليلة في ضيافة يا مداحين مع محمد الحسينى,neutral
92,الموسم الثاني الحاجة حفيظة والمنشدة نورهان كليلة في ضيافة يا مداحين مع محمد الحسينى,neutral
93,ابغا افتح طلبات الرسم واحتاج نصايح,neutral
94,عن تساؤلات أيوب حين قال قد كان طبعك حلا ليش غيرتوه بعد المودة خصام يا خل رقعتوه؟!,neutral
95,ليش... قد بنلاحظ بكثره الشباب العربي يأسين من الحياة ومتذمرين من الاوضاع المعيشية,sadness
96,انا في صراع مع نفسي,neutral
97,هل أنا شخصٌ جيّد؟,neutral
98,اي حدا حابب يحكي,neutral
99,اللهم صلي وسلم على نبينا محمد,neutral
100,السلام عليكم مستخدم جديد لهذا الموقع,neutral
101,يا نفسي، لا تُهلكيني,neutral
102,المجتمعات العربية المختصة فالسياسة و التاريخ و الحاضر,neutral
103,دليل المجتمعات السعودية,neutral
104,انهيت صداقة ٣ سنين بسبب المخدرات,neutral
105,قفزة من ١٧،٥٥٠ إلى ٢٣،٤٠٠,neutral
106,اماكن مميزه في الشرقية,neutral
107,السفر يبين معدن الأشخاص,neutral
108,انصحوني كيف اشيل افكار اني ارجع ادخن مرة ثانية,neutral
109,دعيت عليها من كل قلبي,neutral
110,الفلوس لا يساوي المكانة الاجتماعية,neutral
111,النقاب في دول الخليج,neutral
112,ابوي طردني من البيت و ابي انتحر,neutral
113,ليه محد يتكلم عن شعور,neutral
114,فيه مرض جديد زي كوفيد,neutral
115,مستقبل الوظائف جدة,neutral
116,هل ممكن اتوظف من غير معارف ؟,neutral
117,العين و شقد الخوف منها يقيِّد صاحبها,anxiety
118,تغدوا فيني قبل ما اتعشى فيهم,neutral
119,تتخيلو وقت الملكه ويقولك انا ابغا علاقه خفيفه ومو مستعد اتحمل بكج مشاعرك والدراما !!,neutral
120,حبيت واحد موكفو سحب علي,neutral
121,كيف اقنع امي ؟؟!,neutral
122,صحيت من ضيقة الصدر,neutral
123,سؤال عادي أم غريب؟,neutral
124,كيف ممكن أزيد معدل ذكائي,neutral
125,الاختصارات تستفزني !!!!!!,neutral
126,بوست لزكاة العلم,neutral
127,وش وجهة نظركم لذا الشيء ؟,neutral
128,ابغى موقع ملابس احصل فيه ملابس ماكس وسنتر بوينت و وزارا وبيرشكا كلهم مع بعض,neutral
129,اخوي فصلني من شركته,neutral
130,كيف تسحبون فلوس من,neutral
131,لما دريت ان الـ وقلة الثقه مرتبطين ببعض كل شيء بدأ يصير منطقي,neutral
132,مين زيي صار يفكر كذا,neutral
133,اذا السعودية تزوجت اجنبي وتخلت عن جنسيتها، بعد الانفصال تستطيع استرداد جنسيتها السعودية بشرط الاقامة في المملكة العربية السعودية,neutral
134,شركة لوسيد وإنفيديا تتعاونان لتطوير تكنولوجيا القيادة الذاتية المتقدمة,neutral
135,ليش ما اصحى عالمنبه؟,neutral
136,النت في السعودية وحش لية,neutral
137,هل انا يتم استغلالي,neutral
138,وش الشي اللي مارح تكرره مع عيالك؟,neutral
139,معلمتي الجميلة دميه جديدة فن الايمجرومي,neutral
140,ليش اذا زادت حرارة الشخص يتكلم وهو نايم ؟؟؟؟؟؟؟؟؟؟,neutral
141,احباط تهريب شحنة مخدرات,neutral
142,موضوع للنقاش مو الكل انا اقصد فئه,neutral
143,التقديم عن طريق موقع الشركات,neutral
144,دوام جزئي دوام للطلاب,neutral
145,اذا تعرف احد من الصم او ضعيفين السمع,neutral
146,نقلت للشرقية قريب، اخوياي وأهلي بيزورني اعطوني اقتراحات,neutral
147,هل التعلق بالأشخاص ابتلاء أم قلة إيمان؟,neutral
148,تذكرون يوم كانت تيجي على قناة سبيستون؟,neutral
149,سؤال في البرمجه مبتدئه ماتعرفت لازم تصير لونها ازرق ومو عارفه المشكله,neutral
150,والله ادري سؤالي غبي بس ساعدوني تكفى,neutral
151,شباب بنات ابي مساعده,neutral
152,فلير سياسة الجيران جديدة عشان بوستات أخبار برى,neutral
153,ارجل من ناس كتير,neutral
154,المتحف المصري الجديد انا مش مصري,neutral
155,ما وراء طب و احنا استفدنا ايه؟,neutral
156,اقفل الترند علي كده,neutral
157,فين الانجاز في كدا؟ استفدنا ايه,neutral
158,المصريين النهاردة وبكرة,neutral
159,الناس دي هتتسلسل كام يوم من الساعة بكرة,neutral
160,استغلال البراندات في مصر,neutral
161,بس الصراحه رايقه,neutral
162,معاد افتتاح المتحف والقنوات اللي هتنقل الافتتاح,neutral
163,فرحه أجدادي الفراعنة الدعوه عامة وهتبقى لمة يعني لو عندك معبد اقفله ولو بناء اهرامات أجله المتحف الكبير بيفرح,joy
164,سؤال للنقاش مين اكتر صانع محتوي أو اعلامي بتشوفه بيعرض للحكومة و للسيسي؟؟.. عايزين بعد عشرة ولا خمستاشر سنة لما عيالنا يفتحو الصب يشوفو قايمة بالمعرصين علي ايامنا,neutral
165,عن الطبقية و النيولبرالية في مصرإيجبت..مهرجان الجونة مدخلا,neutral
166,ميدان النيل بعد التطوير في مدينة المنيا,neutral
167,وهو مين قالك ان مصر ناقصها متحف؟,neutral
168,صياح العرب لأجل غزة كان عشان المسجد مش عشان الإنسانيه بدليل محدش مهتم بالسودان,neutral
169,والله لو كان حظي ١ اي مكان هايكون احسن من مصر.,neutral
170,رحلتي من الثورة مستمرة إلى مفيش فايدة,neutral
171,بخصوص الناس اللي بتصيح علي موضوع المتحف,neutral
172,المتحف المصري الكبير.. هل يعيد كتابة علاقة المصريين بتاريخهم؟ عربي,neutral
173,كم تكلف زياره اسبوع لمصر وايش افضل اماكن نزورها,neutral
174,الشركه ولا محل السجاير,neutral
175,حاجة جديدة اعملها في مصر الجديدةالتجمعمدينة نصر؟,neutral
176,المتحف المصري الكبير وتيك توك,neutral
177,ستور لبيع اللابات,neutral
178,هل مصر هيا نفس مصر اللي انا وانتا بنشوفها,neutral
179,الجبنة الرومي جبنة مصرية مش بتتصنع في أي مكان في العالم غير في مصر,neutral
180,والله العظيم هنعمل ايه طيب,neutral
181,هل يمكنك أن تنصحني بمزيد من الموسيقى زي مولاي إني ببابك قد بسطت يدي للشيخ النقشبندى؟,neutral
182,ايه رايك في العلم المصري واعذروني ع الاسئلة,neutral
183,لماذا لم تتحرك مصر في غزة والسودان لحماية أمنها القومي يجيب المتنبي,neutral
184,موقف محرج عمري ما هنساه,neutral
185,افكار محتوى صحه نفسيه,neutral
186,التفرقه الاوڤر الي وصلت حتا في الإبادات زي غزه و السودان,neutral
187,شباب مصري بيحتفلو بأفتتاح المتحف المصري الكبير,neutral
188,فى الدرك الاسفل أن شاء الله,neutral
189,دخلي اخر شهور كان جنية، و المفروض اني في سن جواز,neutral
190,امتى نقدر نروح المتحف الكبير؟,neutral
191,حبايبنا في السودان و فلسطين,neutral
192,مش أحسن ما نبقى زي مصر والعراق,neutral
193,ليه معظم العرب رافضين الاتحاد وإقامة قومية مبنية على اللغة,neutral
194,بوست مهم لكل اللي بيتعلم الماني!,neutral
195,عاوز اعرف اكتر شوز أو سليبر مريح,neutral
196,جميله يا مصر عشان بس الرولز,neutral
197,ربنا يكون في عون المواطن السويسري الي مش لاقي حاجة يفتخر بيها,neutral
198,المتحف المصري جامد فشخ يا جدعان والله,neutral
199,يومين علي أفتتاح متحفنا,neutral
200,تركي ميعرفش ان عدد زائرين السيد البدوي ده بيكون في يوم واحد,neutral
201,ايه رأيك على اللي قالوا احمد الشرع؟,neutral
202,هو ليه دلوقتي الشخص إلى بيفتخر بالحضارة بتاعته بيتبصله بنظرة مش كويسه,neutral
203,تضامنوا مع اخواتكم المستضعفين,neutral
204,السودان مش حتة مننا,neutral
205,ليه كل ما حد يفشل في علاقة يشتم كل الرجالة والعكس؟,neutral
206,هو مين الناس اللي لابسة فورمال على طريق المحور,neutral
207,شوية ضحك مع الغزاله رايقه,joy
208,عايز اعرف رأي الناس هنا في حوار اللاجئين لو حد عنده رأي منطقي يقوله,neutral
209,انا متأكد يا بلحة أن رمسيس التاني لو كان عايش كان تدخل فى السودان لوقف الحرب مكنش هيعمل افتتاح وكذلك فلسطين,neutral
210,الملكة نفرتيتي الثانية,neutral
211,هل احنا مش متعاطغين مع السودان عشان لون البشرة؟,neutral
212,لا حول ولا قوه الا بالله,neutral
213,طرق التصدى للتحرش فى الأماكن العامة,neutral
214,المتحف المصري الكبير,neutral
215,حد يعرف شركات ماركتنج كويسه؟,neutral
216,هما المسؤولين حمير,neutral
217,عريس مشكوك بأمره,neutral
218,ممكن تعتبرها رسالة اليوم,neutral
219,مين إنجليزيته واقعة وأله نفس طويل؟,neutral
220,تبا للسيركت حدا عارف حل الهبل هذا؟,neutral
221,بدي اماكن اقعد فيها في عمان لحالي بدون ما احس حالي مضطرب اجتماعيا,neutral
222,شو بتعملوا وقت فراغكم؟,neutral
223,شو أفضل نشاطات ومجالس للطلاب تفيد للقبول الجامعي,neutral
224,سؤال عن لاصقة النيكوتين حدا جربها فعليًا بالأردن؟,neutral
225,قررت اترك بعد ست سنين,neutral
226,شو نظرتكم للشخص يلي بروح او راح عند اخصائي نفسي ؟,neutral
227,مكان لتبادل الكتب,neutral
228,الي صارو بعمر التلاتين ولسا بدرسو، كيف بتستمرو؟,neutral
229,نصيحه لصانع محتوى العاب اردني بتقدر تقدمها,neutral
230,قصص الكوادر الطبية شاركونا مواقفكم الي ما تتنسى!,neutral
231,في عندي جيتار إذا حدا بفهم فيهم حابه أبيعه لاني ما بستخدمه ف إذا حدا عنده فكرة بكم ممكن أبيعه و وين,neutral
232,موسيقى وسط البلد,neutral
233,تحذير من المعالجيين النفسيين و الطب النفسي الاونلاين للمرة الثانية و لكن بعرف انه عالفاضي,neutral
234,من عجائب اللغة العربية,neutral
235,كيف ممكن اجيب ارشيف صوت الجزيرة ل محمد عبده,neutral
236,هو كل الموجودين برديت ملحدين و مشتقاته؟,neutral
237,ليش قلة الدين منتشرة والتبرير,neutral
238,تكلفه تغيير شاشه تلفون هواوي,neutral
239,جوانبك المخفية عن الجميع,neutral
240,جربت اطبخ لاول مرة بحياتي,neutral
241,الفيديو الوحيد المُسجَّل الذي تنبأ بدقة بهجوم حماس في أكتوبرتشرين الأول مُسبقًا من ينايركانون الثاني,neutral
242,صوتي ناعم وانثوي,neutral
243,ليش سهرانين الحلوين ؟,neutral
244,توضيح وبيان رسمي من العشيرة؟,neutral
245,شو بتعملوا وقت الاكتئاب و المزاج السيئ؟,sadness
246,مستشفى الجامعه الاردنيه,neutral
247,وين بقدر الاقي الكتاب هاد اونلاين,neutral
248,شو سبب كل هاي الأزمات؟!,neutral
249,التخصص او الجامعه,neutral
250,ايش مخططاتكم للويكند؟,neutral
251,كل ما اشتاق لعمّان بدخل على آر جوردان وبروح الاشتياق،,neutral
252,بيني وبين التخصص الي بدي اياه علامات,neutral
253,بكره دوام الخميس,neutral
254,مش قادرة ادرس مخي رح ينفجر,neutral
255,محاولة لفهم تفكير الجنس الآخر,neutral
256,في حب البنت الكيرفي ، ايه اكتر حاجة بتحبها في البنت الكيرفي ؟ والبنت الكيرفي ايه اكتر حاجة بتحبيها فيكي ؟,neutral
257,الزواج عن حب ودي اتزوج عن حب بس ماني عارفه كيف اتعرف على شخص يتوافق معي ونيته نظيفه وصادقه. احس صعب بمجتمعنا مره,neutral
258,انا رجال واحب الأطفال، وش اسوي؟ لي فترة طويلة و انا ودي اجيب أطفال لأني احبهم مرة طبعا حب عادي مب بيدو، ولكن هاذي الأيام احس الرغبة تضافعت ولا عندي المقدرة حاليا ان اتزوج اي حلول واقتراحات؟,neutral
259,لسه عندكوا مشاعر لأول حب في حياتكم؟ اعذروني علي تقليب المواجع بس مش لاقيه محتوي,neutral
260,حب القادة بعيدا عن كون اغلب هذه التعليقات ذبابا الكترونيا او اشخاصا يدورون على الفتنة هل صار حبنا لقادتنا عيب او ذلة بعد ما وفروا لنا الحياة المثالية والامن والامان والتعليم والصحة وكل ما يمكن ان يحتاجه الانسان ياشيخ اذا كان كذا تعريفهم للذلة الوطن يدعس علي وتراب الوطن بفمي,neutral
261,بيقولك مرة واحد مسيحي حب يدعي بص للسما وقال يا جماعة تمويه تكتيكي عشان محدش يعرف ان الكنيسة بتمولنا,neutral
262,ايش سبب حب الامهات لعيالهم؟ انا مو قاعده اتكلم عن حب الامهات الطبيعي لجميع اطفالهم اقصد حبهم خصيصاً للاولاد وخصوصاً العاق، دايم يحبون ولد معين من اولادهم ويبررون له كل شي عادي يطق اخوانه بس اخوانه مايطقونهوعادي اذا اعجبه شي حق اخوانه تاخذه منهم وتعطيه اياه ،,neutral
263,كل سنه وكلنا طيبين ودايما متجمعين علي حب مصر,neutral
264,فى حب الراجل ده بجد والمحاضرات الجميله الا عملها,neutral
"265,""بوست عن حب العاب العصور الوسطى هو ليش هالتايب من الالعاب يشك وحلو, قائمة الالعاب الي لعبتهم من هالنوع , , , وبعد ذني بعدني مالاعبتهم , , , اذا تعرفون بعد العاب من هالنوع ونسيت اذكرهم ارجوا المشاركة ،تحياتي"",neutral"
266,بدون ولا علاقه حب ! اعرف اننا بمجتمع محافظ ولا في اي اختلاط بالطرف الاخر لكن مستحيل في كثير حولي قصص حب ناجحه و يكفي انهم عارفين بعض مزايا و عيوب و تاريخهم الشخصي و العائلي و خلاص في توافق و اتزان بالعلاقه و صار الارتباط لذالك جاني تساؤل ليش ولا مره صار لي كذا لمن فكرت يعني انا مب شخصيه متطلبه ولا حاجه بس يمكن حاطه حدود اكثر وماحب هالسوالف بس شكلها هي الطريق الصحيح لو كانت بحدود واضحه لان بنجن مايي اتزوج تقليدي لو وشو من شخص مجهول لمجرد راتبه ولا كم كلمه من جارهم انه اجودي وهو مايعرفه هههه ! وش الجل انقذوني وين نلاقي الرجال لان مستحيل اعطي وجه احد بدوامي يمكن اسجل بـ اشياء تطوعيه مشتركه بس احس مافي وقت متى نفهم بعض ونشوف التوافق والاهداف المشتركه,neutral
267,في حد غيري ما بقدر ياخد دوا حب؟ لازم تكون حبته صغيرة غير هيك ما بقدر، أتوقع السبب نفسي؟ عندي نقص زنك بس مو لاقية زنك حبته صغيرة اسمعو من مرة اعطوني حديد حبته صغيرة كمان,neutral
268,لو ناوي تتجوز عن حب، ده ليك مبدأيا ده اكونت مش حقيقي لان الموضوع صعب اشرحه من الاكونت بتاعي، انا فشلت في الجواز بعد سنين من المعافرة اتجوزت واحده مطلقة ومعاها طفلين وكنت مبسوط بيهم جدا، وده كان جواز عن حب وحاربت اهلي عشانها، هي صغيرة واتظلمت او ده اللي كان ظاهر وقتها وعشان اكون ادق، طلقيها كان دكتورها ف الجامعة وكان اكبر منها ب سنة حبينا بعض واتجوزنا وامي مش راضية عني شاب شكله كويس سنه صغير مهندس برمجة ابن ناس وكمان محبوب ليه يسحل نفسه السحله دي؟ نشفت دماغي لاول مره وقولت لامي اخرجي منها وياريتني ماقولت كده. صدمتي في مراتي كانت انها مش مسيطرة علي كلامها ومعظم الوقت مش عارفه بتقول ايه ومقدرتش اي حاجه من اللي عملتها عشانها ومقدرتش اني راعيت ربنا في عيالها وفضلت اعاملهم بما يرضي حتى بعد ما خلفت منها مبفرقش بينهم والتلاته عندي ليهم نفس الحقوق، بتغلط ف اهلي كتير قدامي لمجرد انهم كانوا رافيضنها. صحيح المبدأ بتاع اهلي كان رجعي شوية. لكن هما كان ليهم وجهة نظر مختلفة ومكانوش عاوزين يقولوها صريحة فا اتحججوا بان هي مطلقة ومتنفعش وده اللي خلاني اتمسك برأيي، وكنت مبسوط جدا اني اخدت الخطوة دي وانقذت طفلين كانوا علي ما يكبروا شوية هيلاقوا ابوهم مات لانه كبير ده غير انه مش موجود اصلا ولا بيسأل فيهم ولا بيصرف عليهم لا بعد جوازي ولا قبله. ولادها ملايكة وبيحبوني جدا وميعرفوش اب غيري وده اللي مصعب الموضوع عليا. لكن مراتي مؤخراً بتتعامل كانه امر واقع علي اهلي انهم يجوا يزوروهم ويدوهم عيديات ويجيبوا هدايا، في حين ان ابوهم شخصيا واهله مبيسألوش عنهم، بتعيب ف اهلي عشان مبيسالوش عن ولادها. انا ابويا كتر خيره كان عامل ليا انا وكل واحد في اخواتي شقتين ف بيته الجديد، لكن بسبب اختياري مكنش ينفع اخدها تعيش ف نفس البيت وبدأنا حياتنا ف ايجار لمدة سنة ونص وكانوا اسوء سنه ونص ف حياتي. طول الليل والنهار ماسكاني، هما مراتات اخواتك احسن مني ف ايه عشان يقعدوا ف ملك وانا ايجار؟ هو انا ناقصه ايه؟ وانا والله ما بحب اجرحها، ده غير اني مكنتش مستعجل علي الجواز اصلا وهي واهلها اللي شجعوني وقالولي مش مشكلة تقعد ف ايجار طالما بتبني نفسك! المهم زنقت نفسي عشان بحبها وبيعت عربيتي وحطيت كل اللي حيلتي ف شقه ملك عشان متبقاش اقل من حد، طلعتلي فيها عيوب الدنيا والدين وكأني مقعدها ف خرابة. بسبب موضوع الشقة زنقت نفسي ودخلت ف ديون لسه مش عارف اخلص منها وبتهدد بسببها، بدأت الكوارث تظهر، معايره صريحة وندم منها انها سابت دكتور واتجوزت حيالله مهندس بيشتغل عالنت وقرف مستمر من ٣ شهور، مؤخرا بقت تقولي اهلك بيجوا يرموا اعمال قدام شقتي عشان يصيبنا الفقر. طيب انا ليه بتكلم هنا؟ في بوست شوفته من شوية بيسأل مين اعز عندك اختك ولا مراتك انا كتبت الكلام ده عشان محدش ينسى ان مفيش احن من الدم لما اختى بتفكر تيجي تزورني وتمشي، مراتي تعملي مليون حوار. دي بصتلي بصة وحشة دي قالت مش عارف ايه دي جايه ايديها فاضيه ليه في حين ان اختى هي اللي دايما بتسألني عنها، في حين اني لما جيت اتجوز نفضت لكل اهلى واولهم اختى اللي كانت اقربهم ليا عشان فرق السن الصغير، مش عاوز اطول عليكم بس من شوية افتكر حاجه وجعتني واحنا صغيرين لما كان ابويا بيقرص عليا عشان انشف وابقى راجل، كنت بدخل اوضتي اقعد اعيط كنت بلاقي اختى جايه من اللاماكان بتطبطب عليا في حين ان مراتي واللي المفروض تكون شرعا اقرب ليا من اختي، بتشوفني متضايق ومخنوق تيجي تكمل عليا!!! المهم، انا واخد قرار الطلاق، بس صعبان عليا ولادها وابني اللي ربنا رزقني بيه منها. لكن باذن الله هوصل لحل بعتذر عن الاطالة والبوست ده مش عشان اخوف بيه اي حد بيفكر يتجوز، اطلاقا. الجواز ليه مميزات كتير بس مع الشريك الصح فا لو هتتجوز واحده في الظروف دي، انصحك تفكر كتير وتسأل عنها اكتر، لان حتى اي اتفاق هيحصل بينكوا ممكن جدا يتنسي لو حست انك شبه طليقها ف اي حاجه وطبيعي احنا بشر مشتركين ف طباع كتير بالتوفيق ليكم جميعا,anxiety
269,في حب فخامة الرئيس البلبيسي للي مش عارف السيسي قدم اعتراض لمجلس النواب على قانون الإجراءات الجنائية عشان يسمح بالتحقيق مع المتهم منغير المحامي بتاعه ده اللي السيسي بيعمله بجانب سجناء الرأي و الاختفاء القسري و التعذيب في السجون و السجن الاحتياطي لمدة ٦ شهور او اكتر في الوقت اللي الشعب فيه بيهلل للسيسي طبعاً ده بعد سنتين كاملين من السكوت عن انتهاكات اسرائيل و خرقها لمعاهدة السلام و التطبيع معاها بالشفاء,neutral
